[' ',[u'chinese',[u'moroccan',[u'british',[u'greek',[u'russian',[u'southern_us',[u'irish',[u'mexican',[u'vietnamese',[u'brazilian',[u'japanese',[u'indian',[u'jamaican',[u'french',[u'spanish',[u'cajun_creole',[u'thai',[u'korean',[u'filipino',[u'italian',Max
 u'gochujangbase',2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,136,0,0,136
 u'ricewine',135,0,0,0,0,0,0,0,8,0,17,0,0,0,0,0,4,56,1,0,135
 u'szechwanpeppercorns',134,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,3,1,0,0,134
 u'poblanochiles',0,0,0,1,0,2,0,134,0,0,0,1,0,1,8,6,1,0,0,1,134
 u'groundnutmeg',7,21,36,28,3,134,22,9,2,4,2,28,61,88,10,15,7,0,1,127,134
 u'anchochilepepper',0,0,0,0,0,0,0,133,0,0,0,0,0,0,8,1,0,0,0,1,133
 u'ricenoodles',24,0,0,0,0,0,0,0,78,0,8,2,0,0,0,1,133,2,15,0,133
 u'shreddedcheese',0,0,0,1,0,9,0,133,0,1,0,0,0,0,0,0,0,3,0,10,133
 u'chipotlechile',0,0,0,0,0,6,1,133,0,2,0,1,1,1,3,0,0,0,0,2,133
 u'okra',0,0,0,1,0,72,0,1,2,2,7,21,18,0,0,132,0,0,10,2,132
 u'slicedmushrooms',22,0,4,2,4,9,2,15,3,0,1,3,0,12,2,12,16,2,4,132,132
 u'polenta',0,1,0,0,0,2,0,4,0,0,0,1,1,4,2,1,0,0,0,132,132
 u'dryredwine',4,8,5,28,1,13,6,10,0,1,1,2,1,64,26,6,0,1,1,131,131
 u'chiles',19,5,0,1,0,9,0,130,27,5,3,47,5,1,8,1,45,5,1,9,130
 u'salsaverde',0,0,0,0,0,2,0,129,0,0,0,0,0,0,0,0,0,0,0,4,129
 u'drysherry',129,4,4,0,0,10,4,4,0,0,8,1,0,28,26,4,6,5,1,22,129
 u'selfrisingflour',5,0,32,0,0,129,7,5,2,0,1,1,1,3,1,4,0,1,0,1,129
 u'italiansausage',0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,5,0,0,0,129,129
 u'groundallspice',0,34,14,25,4,44,14,39,3,0,1,11,128,25,2,11,1,0,1,7,128
 u'fennelseeds',12,10,2,5,3,3,3,4,9,2,8,128,0,35,4,5,4,0,1,114,128
 u'activedryyeast',12,8,12,6,35,29,1,17,1,3,2,34,2,39,4,36,1,0,7,128,128
 u'wontonwrappers',127,0,0,0,1,0,0,19,3,0,2,1,1,0,1,1,3,6,8,27,127
 u'frozenpeas',47,4,19,2,5,17,9,6,0,3,20,127,2,2,28,6,10,2,7,67,127
 u'chinesericewine',126,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,126
 u'cashewnuts',33,2,0,0,0,2,0,6,5,5,16,126,0,2,0,0,16,0,3,2,126
 u'tequila',0,0,0,0,0,3,0,125,0,0,0,0,0,1,1,0,1,0,0,2,125
 u'arugula',1,7,3,9,1,6,0,5,0,0,5,1,0,10,2,1,0,1,0,125,125
 u'smokedpaprika',0,29,3,7,0,41,2,125,0,2,1,27,4,2,49,41,1,2,2,7,125
 u'freshcoriander',11,34,1,1,1,0,0,38,9,4,6,125,2,1,0,0,51,0,0,1,125
 u'serranochile',9,1,0,0,0,1,0,124,26,3,0,92,1,0,5,1,28,3,1,4,124
 u'mascarpone',1,0,2,0,0,9,0,2,0,0,1,1,0,8,0,1,0,0,0,124,124
 u'anchovyfillets',0,1,1,1,1,0,0,4,0,0,0,0,0,48,6,1,0,2,0,124,124
 u'groundwhitepepper',124,5,6,7,3,33,0,8,16,1,12,2,3,32,4,33,19,6,1,33,124
 u'thairedcurrypaste',0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,123,0,0,0,123
 u'asparagus',16,1,0,1,0,3,0,4,3,0,14,5,0,24,9,4,17,6,0,123,123
 u'dashi',1,0,0,0,0,1,0,0,0,1,123,0,0,0,0,0,0,2,0,0,123
 u'blackpeppercorns',22,6,6,3,9,19,10,50,18,0,3,122,7,77,7,14,15,1,37,27,122
 u'eggyolks',15,7,33,14,19,87,10,20,6,19,39,0,2,121,19,23,0,6,20,82,121
 u'cardamompods',0,5,1,0,1,0,0,0,9,0,5,121,0,3,0,0,8,0,0,1,121
 u'cauliflower',1,5,9,2,0,6,3,10,3,0,7,120,2,6,2,2,6,2,1,34,120
 u'baguette',1,1,0,2,0,10,2,5,30,1,0,1,0,61,28,8,1,0,0,119,119
 u'spinach',10,4,3,21,1,3,0,26,1,2,28,63,4,8,8,6,9,37,13,119,119
 u'driedtomatoes',0,3,0,13,0,4,0,3,0,0,1,4,0,7,2,7,0,0,0,119,119
 u'unsweetenedcoconutmilk',2,1,0,0,0,4,0,3,4,13,0,29,13,1,0,0,118,0,2,1,118
 u'freshmushrooms',24,0,6,8,4,15,8,11,2,0,6,0,0,22,0,24,17,4,4,117,117
 u'cidervinegar',24,2,6,4,11,117,7,75,2,1,3,18,10,16,8,13,6,6,5,14,117
 u'babyspinach',8,2,0,16,0,4,2,25,1,2,16,32,2,7,5,3,6,9,0,117,117
 u'romatomatoes',0,2,0,13,0,2,0,117,4,1,1,14,2,2,4,4,2,1,14,44,117
 u'crackedblackpepper',12,8,13,22,4,58,6,49,13,3,6,22,5,28,8,24,6,3,1,117,117
 u'slicedgreenonions',76,0,0,11,1,34,1,115,22,0,25,14,2,9,6,50,49,14,3,40,115
 u'drybreadcrumbs',2,2,3,18,9,37,3,16,1,2,0,5,11,26,15,17,3,0,2,115,115
 u'rice',49,6,2,7,2,11,0,94,16,11,23,114,11,5,19,67,21,25,14,12,114
 u'groundredpepper',4,37,0,10,0,114,5,71,2,6,4,90,9,17,14,106,11,4,0,34,114
 u'roastedredpeppers',0,3,0,14,0,10,0,27,0,3,1,0,0,19,33,11,4,0,0,114,114
 u'kaffirlimeleaves',0,0,0,0,0,0,0,0,12,1,0,6,0,0,0,0,114,0,0,0,114
 u'toastedsesameseeds',74,5,0,0,0,2,0,6,13,0,60,3,0,0,0,0,17,113,1,0,113
 u'choppedtomatoes',0,22,2,13,3,2,1,113,0,4,5,63,0,4,8,18,3,0,0,37,113
 u'pesto',0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,113,113
 u'bellpepper',23,7,0,5,3,16,0,112,3,16,5,23,13,5,10,68,26,6,8,38,112
 u'cookingoil',111,3,6,2,3,18,1,27,17,7,11,56,23,14,1,15,45,7,92,24,111
 u'redcurrypaste',3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,111,0,0,0,111
 u'skimricottacheese',0,0,0,2,0,0,0,4,0,0,0,1,0,5,1,1,0,0,0,111,111
 u'poblanopeppers',0,0,0,0,0,3,0,111,0,0,0,0,1,0,0,3,0,0,0,1,111
 u'ketchup',110,1,7,1,8,97,2,34,5,1,32,8,21,2,6,23,25,12,23,14,110
 u'grainrice',49,3,2,13,2,25,1,59,1,9,29,21,21,7,35,109,14,18,6,12,109
 u'powderedsugar',18,14,31,3,26,108,20,22,3,7,3,10,3,108,6,44,0,0,6,69,108
 u'freshdill',0,6,5,108,54,19,4,3,5,0,4,3,1,10,3,2,0,0,0,16,108
 u'redpepper',60,8,2,8,2,15,0,108,6,6,6,30,10,4,14,34,54,38,5,49,108
 u'radishes',7,3,3,6,8,8,1,108,24,0,16,7,0,20,2,0,22,28,6,13,108
 u'freshgingerroot',96,6,1,0,0,1,1,2,20,1,30,107,14,2,0,0,41,9,7,0,107
 u'long',40,3,2,12,2,24,1,57,1,9,2,20,21,6,18,107,10,4,4,10,107
 u'shiitake',106,0,1,0,1,6,0,7,13,0,69,0,0,7,1,1,32,47,6,34,106
 u'blackmustardseeds',0,1,1,0,0,3,0,1,0,0,0,106,0,0,0,0,0,0,0,0,106
 u'kimchi',1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,106,1,0,106
 u'vanilla',2,2,25,3,17,106,10,25,1,3,0,1,14,41,4,19,1,1,8,28,106
 u'marsalawine',1,1,1,1,0,1,0,0,0,0,0,4,0,6,0,0,1,0,0,105,105
 u'romainelettuce',13,0,0,39,0,8,1,103,17,0,0,3,0,12,4,12,20,5,0,33,103
 u'fennelbulb',0,13,0,12,1,6,3,1,0,0,1,5,0,47,11,2,0,0,0,103,103
 u'pizzadoughs',0,0,0,2,0,0,0,6,0,0,0,0,0,2,2,1,1,0,0,103,103
 u'breadcrumbs',1,3,15,16,5,41,1,12,1,7,2,18,15,24,12,16,4,0,10,103,103
 u'staranise',103,3,1,1,0,2,1,2,59,1,5,48,0,7,0,0,12,1,12,1,103
 u'cayenne',9,41,10,4,1,74,2,74,5,5,4,103,5,21,9,77,12,5,1,8,103
 u'cookedrice',64,0,1,2,0,18,1,43,6,7,14,48,3,2,6,103,32,26,6,5,103
 u'thaibasil',14,0,0,0,0,0,0,0,58,1,0,0,0,0,0,0,102,1,0,2,102
 u'paneer',0,0,0,0,0,0,0,0,0,0,8,102,0,0,0,0,0,0,0,0,102
 u'dicedgreenchilies',1,0,0,0,0,1,0,102,0,0,0,2,0,0,0,0,0,0,0,0,102
 u'jackcheese',0,0,0,0,0,4,0,102,0,0,0,0,0,0,0,2,0,1,0,9,102
 u'chili',10,0,0,0,0,5,0,101,11,2,1,18,3,1,7,3,20,1,3,1,101
 u'greenpepper',30,2,1,6,4,23,0,101,0,8,3,16,5,6,21,100,2,2,4,39,101
 u'smokedsausage',0,0,0,0,1,18,2,1,0,3,0,0,0,4,5,101,0,0,0,4,101
 u'palmsugar',1,0,0,0,0,0,0,0,16,0,1,2,0,0,0,0,100,1,1,0,100
 u'coconut',3,0,0,0,0,10,0,4,6,13,4,100,9,1,0,1,14,1,12,0,100
 u'shortening',7,1,15,2,2,100,8,25,0,4,1,2,9,12,5,13,0,0,2,21,100
 u'penne',0,0,0,6,0,2,0,2,0,0,0,0,0,1,0,2,0,0,1,99,99
 u'artichokehearts',0,1,0,12,0,0,0,3,0,0,0,0,0,10,7,3,0,0,0,99,99
 u'redwine',4,2,18,10,0,2,3,5,1,1,1,0,3,58,19,2,0,1,0,99,99
 u'meltedbutter',2,3,13,8,10,99,10,13,0,3,4,30,3,26,2,18,0,0,8,24,99
 u'choppedparsley',0,28,6,18,7,33,10,14,0,9,0,7,2,41,15,41,0,0,3,99,99
 u'grapetomatoes',2,0,0,26,0,14,0,53,0,0,1,5,0,13,6,5,4,0,1,98,98
 u'iceberglettuce',19,0,0,7,0,5,0,98,9,0,1,1,0,0,1,7,8,2,0,6,98
 u'snowpeas',98,0,0,0,0,0,0,0,12,0,19,0,0,0,0,1,37,4,4,8,98
 u'lemonzest',3,14,7,23,9,25,3,6,1,0,6,6,0,24,9,6,8,0,1,98,98
 u'lettuce',15,2,0,5,1,2,0,98,18,1,4,3,3,2,0,5,8,10,0,6,98
 u'mexicanoregano',1,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,1,98
 u'thymesprigs',0,2,5,6,0,20,5,1,0,0,0,1,11,97,5,10,1,0,0,45,97
 u'darksesameoil',96,0,0,0,0,1,0,2,10,0,17,4,0,1,0,0,28,40,1,1,96
 u'driedrosemary',0,1,1,21,1,13,3,4,0,0,0,0,1,19,4,9,0,0,0,96,96
 u'masaharina',0,0,0,0,0,4,0,96,0,0,0,0,0,0,0,0,0,0,0,0,96
 u'darkbrownsugar',32,0,26,0,4,96,13,26,12,2,11,9,11,14,2,6,26,20,4,5,96
 u'eggwhites',70,1,22,3,11,69,9,27,14,6,16,4,2,63,6,11,5,4,15,95,95
 u'mediumshrimp',37,0,0,7,1,29,0,42,38,9,11,19,3,7,25,95,60,4,4,70,95
 u'freshmozzarella',0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,95,95
 u'saffronthreads',0,69,0,2,2,0,0,3,0,2,0,39,0,36,95,0,0,0,1,28,95
 u'parsley',2,24,11,19,11,25,11,13,2,14,1,8,3,44,20,35,3,2,2,95,95
 u'ricotta',0,0,0,3,0,1,0,3,0,0,0,0,0,2,1,0,0,0,0,95,95
 u'garlicsalt',9,2,0,4,0,40,2,94,0,1,2,1,2,2,1,14,2,1,2,61,94
 u'pittedkalamataolives',0,6,0,70,0,1,0,0,0,0,0,0,0,29,2,2,0,0,0,94,94
 u'cilantrosprigs',13,10,0,1,1,3,0,94,25,0,3,28,0,1,7,3,25,0,0,1,94
 u'freshthyme',1,5,7,3,2,29,12,8,0,2,1,5,59,94,13,39,2,0,1,62,94
 u'confectionerssugar',9,9,22,9,13,65,16,20,1,1,4,5,1,91,5,26,0,0,4,94,94
 u'baconslices',1,0,3,0,2,93,2,14,0,4,0,0,1,36,4,3,0,1,0,48,93
 u'slicedblackolives',0,1,0,13,1,0,0,93,0,1,0,0,0,1,0,2,0,0,0,49,93
 u'whitevinegar',70,4,11,15,13,93,6,91,28,10,11,31,24,17,9,5,20,25,49,22,93
 u'whitewinevinegar',21,7,5,13,7,26,4,24,2,4,5,17,8,93,21,11,6,3,2,73,93
 u'blackolives',0,8,0,31,1,3,0,92,0,0,0,0,0,21,4,2,0,0,0,67,92
 u'thaichile',21,0,1,0,0,0,0,0,59,0,3,16,0,0,0,0,92,3,28,0,92
 u'asianfishsauce',4,0,0,0,0,2,0,1,51,0,1,0,0,0,0,0,92,6,1,0,92
 u'goatcheese',0,4,0,2,0,7,1,30,0,0,0,2,0,26,5,0,0,0,0,92,92
 u'choppedfreshsage',0,0,3,0,1,11,2,0,0,0,0,0,0,11,3,1,0,0,0,91,91
 u'lightcornsyrup',3,0,5,0,1,91,0,3,0,4,1,1,0,27,4,5,2,4,0,8,91
 u'coldwater',91,1,19,5,18,60,7,36,12,12,32,18,31,54,4,10,13,20,5,58,91
 u'gingerpaste',7,0,0,0,0,0,0,0,1,0,17,91,0,0,0,0,3,0,0,0,91
 u'driedparsley',1,1,1,9,2,15,3,24,0,0,0,1,5,4,1,12,0,0,0,90,90
 u'mango',3,1,0,1,0,4,0,90,8,5,7,72,19,5,5,4,33,2,3,6,90
 u'sriracha',90,0,0,0,0,10,0,19,47,1,23,2,1,1,0,4,77,18,5,0,90
 u'thaifishsauce',1,0,0,0,0,0,0,0,12,0,2,1,0,0,0,0,90,1,1,0,90
 u'pecans',0,0,7,5,0,90,2,12,0,2,1,0,1,7,0,10,0,0,0,7,90
 u'sageleaves',0,0,1,1,0,9,1,1,0,1,0,0,0,10,1,0,0,0,0,89,89
 u'gratedlemonpeel',1,9,12,14,4,7,1,1,0,0,2,2,0,27,3,4,5,0,0,89,89
 u'romanocheese',0,0,0,2,0,4,0,4,0,0,0,0,0,5,0,0,0,0,2,89,89
 u'italianbread',0,1,0,1,0,7,1,1,0,0,0,0,0,6,3,9,0,0,0,89,89
 u'kidneybeans',0,2,0,0,6,2,0,89,0,0,0,11,10,4,1,21,1,0,0,12,89
 u'non',0,1,0,4,1,6,5,89,0,0,0,1,1,6,3,3,0,0,0,14,89
 u'greekyogurt',1,14,2,84,1,3,2,25,0,0,0,89,1,4,0,0,0,1,0,6,89
 u'applecidervinegar',22,2,1,2,2,88,3,67,7,1,5,9,7,8,0,5,9,5,18,7,88
 u'choppedgreenbellpepper',2,0,0,8,1,44,1,46,0,6,0,7,0,4,18,88,2,0,2,39,88
 u'lightcoconutmilk',1,0,1,0,0,0,0,2,3,9,1,43,6,0,0,0,88,0,1,1,88
 u'freshspinach',4,3,2,24,1,6,1,19,1,0,12,31,6,4,3,4,5,12,5,87,87
 u'freshlygratedparmesan',0,0,0,3,1,4,0,1,0,0,0,0,0,8,0,1,0,0,0,87,87
 u'fatmilk',0,1,8,7,2,45,22,28,0,4,2,16,1,66,8,10,2,0,0,87,87
 u'cornflour',86,2,5,0,0,7,1,10,1,2,21,21,0,1,2,4,9,0,1,0,86
 u'nori',1,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,11,0,0,86
 u'mintleaves',2,18,2,15,2,16,2,5,51,3,1,86,0,5,3,0,33,0,0,19,86
 u'bow',0,0,0,3,0,2,0,2,0,0,2,0,0,1,1,5,1,0,0,86,86
 u'greentomatoes',1,0,6,0,0,86,0,9,0,0,0,1,0,0,1,1,1,0,0,2,86
 u'tiepasta',0,0,0,3,0,2,0,2,0,0,2,0,0,1,1,5,1,0,0,86,86
 u'yellowbellpepper',9,10,0,20,0,13,0,54,2,7,5,8,6,19,20,18,13,2,0,85,85
 u'hotwater',29,11,9,4,8,17,2,52,21,3,18,29,8,19,8,12,16,4,1,85,85
 u'frozencornkernels',2,0,1,0,0,15,0,85,0,3,1,1,0,0,0,7,1,0,1,7,85
 u'adobosauce',0,0,0,0,0,4,1,85,0,0,0,1,1,0,0,0,0,0,1,1,85
 u'fontinacheese',0,0,0,0,0,7,0,7,0,0,0,0,0,6,1,2,0,0,0,84,84
 u'sweetonion',5,9,2,11,4,84,3,58,5,1,6,14,0,8,18,24,8,3,4,69,84
 u'napacabbage',84,0,0,0,0,3,4,3,15,0,28,0,0,0,0,1,23,52,10,3,84
 u'unsweetenedcocoapowder',0,0,0,1,6,53,7,44,1,10,0,3,1,48,1,3,1,0,3,84,84
 u'redlentils',0,14,1,0,1,0,0,2,0,0,0,84,0,0,1,1,2,0,0,4,84
 u'cardamom',1,3,0,0,1,2,1,0,3,0,9,83,0,0,0,0,3,0,0,0,83
 u'wholewheattortillas',0,0,0,2,0,0,0,82,1,0,0,3,0,0,0,0,3,1,0,1,82
 u'mincedginger',82,3,0,0,0,1,0,1,12,1,9,44,6,0,0,0,24,12,3,0,82
 u'galangal',0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,81,0,1,0,81
 u'sauce',77,5,8,8,4,51,3,81,11,2,31,12,6,17,3,30,27,21,10,53,81
 u'driedporcinimushrooms',0,0,1,1,3,0,2,2,0,0,0,0,0,8,0,2,0,0,0,81,81
 u'largeshrimp',29,2,1,13,0,38,0,23,9,6,14,26,3,14,33,81,37,0,8,77,81
 u'quickcookinggrits',0,0,0,0,0,81,0,1,0,0,0,0,0,1,0,3,0,0,0,0,81
 u'vegetablebroth',26,38,1,3,6,26,5,75,2,1,16,46,3,13,9,19,27,5,7,81,81
 u'vanillabeans',0,0,7,1,7,13,2,18,0,1,1,2,0,80,7,0,0,0,2,26,80
 u'broccoliflorets',80,1,0,1,0,3,0,1,3,0,5,7,0,4,2,1,15,0,3,64,80
 u'sharpcheddarcheese',0,0,8,0,0,79,2,50,0,1,1,0,0,1,1,1,0,0,1,9,79
 u'drain',1,0,0,3,0,25,0,79,0,0,1,1,0,2,9,3,0,0,0,28,79
 u'reduced',1,1,3,2,2,25,5,79,0,1,5,6,1,19,2,7,1,2,0,25,79
 u'pecanhalves',0,0,2,0,0,78,1,1,0,0,1,0,0,2,3,12,0,0,0,2,78
 u'longgrainwhiterice',20,0,4,13,5,19,0,78,3,7,1,18,8,5,12,64,9,4,1,6,78
 u'cr',1,1,10,0,9,6,6,14,1,0,0,2,0,78,3,0,0,0,0,22,78
 u'lowsodiumchickenbroth',41,7,0,4,1,28,2,68,10,5,3,10,2,15,9,31,24,1,0,78,78
 u'sausagecasings',0,1,3,0,0,5,1,8,0,1,0,0,0,0,6,5,0,0,0,78,78
 u'whitecornmeal',0,0,0,0,0,78,0,1,0,0,0,0,0,0,1,1,0,0,0,4,78
 u'hotpeppersauce',4,2,2,2,0,78,2,68,5,4,2,3,24,9,12,73,8,0,1,7,78
 u'kalamata',0,17,0,78,1,2,0,4,0,0,0,0,0,25,6,1,0,0,0,62,78
 u'breadflour',7,1,9,3,3,12,4,6,0,2,6,16,0,21,3,17,0,0,6,77,77
 u'groundpepper',18,14,5,21,4,43,14,74,8,3,8,12,11,16,12,18,11,6,10,77,77
 u'greencardamom',1,0,0,0,0,0,0,0,0,0,6,77,0,0,0,0,2,0,0,0,77
 u'bambooshoots',77,0,0,2,2,1,0,1,6,0,13,1,0,0,0,1,24,1,8,0,77
 u'fineseasalt',11,6,3,3,4,20,4,45,4,0,14,18,2,57,6,6,3,1,1,77,77
 u'hotredpepperflakes',17,5,0,3,1,13,0,4,3,0,2,11,0,2,13,1,6,11,3,76,76
 u'beefbroth',15,12,20,7,13,23,23,76,15,2,2,6,6,50,6,20,4,5,14,62,76
 u'wholekernelcorn',0,0,0,0,0,23,0,76,0,0,0,0,0,1,0,2,0,0,0,4,76
 u'e',12,15,8,8,4,9,2,20,1,1,8,76,1,10,4,8,8,0,0,52,76
 u'picodegallo',0,0,0,0,0,0,1,75,0,2,0,0,0,0,0,1,0,0,0,0,75
 u'lard',12,0,15,0,2,30,0,75,1,0,0,0,1,4,1,6,1,0,4,5,75
 u'dicedonions',7,5,2,5,1,30,5,75,0,1,2,15,3,9,9,26,3,1,1,42,75
 u'raisins',5,48,41,7,28,31,40,60,0,5,4,75,11,14,18,6,3,2,23,39,75
 u'saffron',0,56,2,0,2,1,0,4,0,1,7,75,0,14,31,1,2,0,2,8,75
 u'broccoli',74,3,0,2,0,2,0,9,6,0,10,10,1,6,0,2,22,4,5,64,74
 u'hominy',0,0,0,0,0,3,0,74,0,0,0,0,0,0,0,0,0,0,0,0,74
 u'italianparsleyleaves',1,5,1,1,0,3,1,9,0,2,1,1,0,17,5,3,0,0,1,74,74
 u'mefra',1,1,10,0,9,6,5,14,1,0,0,2,0,74,3,0,0,0,0,20,74
 u'che',1,1,10,0,9,6,5,14,1,0,0,2,0,74,3,0,0,0,0,20,74
 u'coconutoil',11,4,2,1,1,14,0,18,7,8,6,74,12,1,1,2,48,1,7,3,74
 u'breadcrumbfresh',1,1,9,3,8,19,3,5,0,0,0,3,3,24,7,8,1,1,0,74,74
 u'cream',3,0,15,2,2,39,12,33,1,2,11,73,1,27,2,8,0,0,2,27,73
 u'pepperjack',0,0,0,0,0,4,0,73,0,0,0,0,0,0,0,4,0,0,0,1,73
 u'heavywhippingcream',1,0,12,0,3,46,7,17,0,1,2,3,1,37,0,13,0,0,0,73,73
 u'vegetableshortening',3,0,10,0,0,73,3,19,0,0,0,3,5,8,2,4,0,0,3,5,73
 u'gruyerecheese',0,1,0,0,0,5,0,0,0,0,0,0,2,73,0,0,0,0,0,18,73
 u'vegetableoilcookingspray',4,2,4,10,0,59,9,50,0,0,1,6,2,16,2,19,3,0,0,73,73
 u'tomatopur',9,15,8,7,4,6,2,18,1,0,6,73,1,4,4,8,4,0,0,47,73
 u'thyme',1,5,7,7,5,39,14,9,0,4,0,6,72,61,8,72,0,0,0,51,72
 u'freshtarragon',0,0,2,2,1,17,1,2,0,0,0,0,0,72,7,5,0,0,0,33,72
 u'purevanillaextract',2,0,7,3,6,72,4,13,0,6,1,0,1,19,2,8,0,0,4,22,72
 u'sweetitaliansausage',0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,0,0,0,72,72
 u'driedapricot',1,72,8,2,7,3,6,4,0,0,0,9,0,3,5,0,1,0,0,12,72
 u'juice',18,6,4,15,1,19,1,51,7,6,0,26,1,2,7,12,20,11,3,72,72
 u'asiago',0,0,0,0,0,5,1,0,0,0,0,0,0,5,1,1,0,0,0,72,72
 u'flanksteak',72,3,1,6,1,4,0,61,22,3,13,2,0,1,1,1,30,24,1,12,72
 u'chilepowder',1,3,0,0,0,3,0,72,0,1,1,15,1,1,1,2,5,13,0,1,72
 u'cheesfreshmozzarella',0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,72,72
 u'orangejuice',46,14,13,12,5,47,4,72,7,12,10,5,24,17,18,2,7,1,3,19,72
 u'freshmint',4,43,4,44,2,31,1,18,64,1,3,50,1,15,8,2,71,0,1,53,71
 u'roastedpeanuts',38,0,0,0,0,3,0,1,28,3,2,10,0,0,0,0,71,0,0,0,71
 u'crawfish',1,0,0,0,1,44,0,0,0,0,0,0,0,0,1,71,0,0,0,0,71
 u'greenpeas',25,3,2,1,2,5,2,7,0,1,9,71,1,7,23,1,8,0,5,39,71
 u'seasonedbreadcrumbs',0,0,0,2,0,9,0,3,0,0,1,1,1,3,1,5,0,0,1,71,71
 u'groundturkey',14,3,1,4,3,1,3,71,1,0,0,1,1,1,2,4,6,3,1,48,71
 u'cannedblackbeans',0,0,0,0,0,2,0,71,0,2,1,0,2,0,0,1,0,0,0,0,71
 u'pizzasauce',0,0,0,0,0,0,0,7,0,1,0,0,1,0,0,0,0,0,0,71,71
 u'creamypeanutbutter',14,0,0,1,0,6,1,2,10,0,2,2,0,0,0,0,71,0,2,0,71
 u'dryyeast',3,5,4,3,2,1,2,0,0,1,0,7,0,19,3,3,0,1,1,71,71
 u'reducedsodiumsoysauce',71,0,0,0,0,0,0,2,12,1,27,0,1,0,0,1,24,18,0,0,71
 u'semisweetchocolate',0,0,9,0,4,5,3,20,0,3,1,0,0,71,1,0,0,0,1,46,71
 u'cachaca',0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,70
 u'jasminerice',26,0,1,0,0,4,0,7,8,1,1,14,0,0,0,7,70,6,6,1,70
 u'greenbeans',28,5,1,8,1,18,2,10,10,2,9,22,0,56,10,6,56,4,23,70,70
 u'sherryvinegar',0,4,1,4,2,8,3,8,0,0,3,1,0,24,69,0,0,4,2,27,69
 u'amchur',0,0,0,0,0,1,0,0,0,0,17,69,0,0,0,0,0,0,0,0,69
 u'choppedgarlic',41,6,5,8,2,17,0,33,16,5,9,27,7,21,6,25,22,24,2,69,69
 u'groundcloves',3,21,19,15,10,44,12,69,3,2,3,65,27,26,6,9,6,0,1,30,69
 u'noodles',69,1,0,1,0,3,0,5,18,0,15,3,1,2,0,2,15,33,19,38,69
 u'drymustard',6,0,16,0,1,68,4,9,0,0,3,11,1,15,2,9,0,1,0,6,68
 u'shreddedsharpcheddarcheese',0,0,3,1,0,67,6,68,0,0,0,0,0,2,0,2,0,1,0,17,68
 u'chilioil',68,0,0,0,0,0,0,2,3,0,20,3,0,0,0,0,9,3,0,1,68
 u'allpurposeunbleachedflour',4,4,9,2,6,34,7,6,1,2,1,3,1,22,3,4,0,2,0,68,68
 u'choppedfreshchives',2,0,7,4,10,43,6,9,2,0,2,2,0,52,9,8,2,1,0,68,68
 u'greencardamompods',1,0,0,0,0,0,0,0,1,0,5,68,0,1,0,0,2,0,0,2,68
 u'barbecuesauce',6,0,0,0,0,68,0,26,0,0,1,0,6,0,0,6,1,2,1,9,68
 u'choppedfreshmint',3,34,2,68,0,10,1,15,23,1,1,45,1,6,10,1,42,0,0,54,68
 u'groundlamb',1,29,2,68,1,0,4,0,0,0,0,20,0,0,1,0,2,2,0,6,68
 u'sushirice',3,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,1,10,0,0,67
 u'freshcurryleaves',0,0,0,0,0,0,0,0,1,0,1,67,0,0,0,0,0,0,0,0,67
 u'bananas',0,1,14,3,0,67,2,13,3,21,3,16,25,15,2,3,4,0,26,6,67
 u'creminimushrooms',14,0,6,1,5,2,2,10,0,0,6,1,1,18,1,2,2,0,0,67,67
 u'cognac',1,0,4,0,1,1,0,1,2,1,1,0,0,67,1,3,0,0,1,10,67
 u'asafoetida',0,0,0,0,0,0,0,0,0,0,6,67,0,0,0,0,0,0,0,0,67
 u'pork',67,0,10,2,6,27,0,36,26,3,13,2,4,5,7,5,16,17,44,10,67
 u'sweetenedcondensedmilk',6,0,7,0,3,67,5,36,16,57,6,7,4,6,14,4,5,0,21,9,67
 u'mexicancheese',0,0,0,0,0,1,0,67,0,0,0,0,0,0,0,0,0,0,0,0,67
 u'chunkysalsa',0,0,0,0,0,0,0,66,0,0,0,0,1,0,3,0,0,0,0,0,66
 u'serranopeppers',3,0,0,0,0,1,0,66,4,1,1,18,3,0,0,2,5,0,0,0,66
 u'saltandgroundblackpepper',6,5,1,12,2,26,12,43,0,2,2,5,1,10,3,6,3,0,10,66,66
